GenID	rpfCGH_mean	Void_mean	theta	prob	log2FC
1185660.4.peg.1057	27	22.5	0.166822076773973	0.796007913900775	0.263034405833794
1185660.4.peg.1060	274.5	205.5	0.409470401869403	0.881626104558983	0.417667755323516
1185660.4.peg.1066	254	152.5	0.557647475435747	0.901323129737933	0.736019254321917
1185660.4.peg.1071	74	79	-0.0707444241059557	0.500258490558666	-0.0943273825481531
1185660.4.peg.1077	564.5	778	-0.651695040038541	0.978000313022675	-0.462796574213191
1185660.4.peg.1088	307.5	260.5	0.226346869670852	0.836102592983363	0.239303037948094
1185660.4.peg.109	46.5	46.5	0	0.00340268836392943	0
1185660.4.peg.1094	53	68	-0.21571164064281	0.889672114705486	-0.35954238668714
1185660.4.peg.1095	136.5	112	0.218388380577461	0.832883958597878	0.285402218862248
1185660.4.peg.1107	27.5	45.5	-0.453081716128863	0.958345466813865	-0.726434926674037
1185660.4.peg.1112	34.5	23	0.385479234276359	0.880486750380573	0.584962500721156
1185660.4.peg.1114	193.5	126	0.300465479366678	0.866198814789157	0.618909832644494
1185660.4.peg.1115	22	28	-0.169917101770681	0.841574747537154	-0.347923303420307
1185660.4.peg.1130	66	159	-0.909218446578856	0.986721346366527	-1.2684888359259
1185660.4.peg.1139	2769.5	14244.5	-2.55121727044173	0.999999999999999	-2.36270753851259
1185660.4.peg.1142	349	347	0.00890488675612	0.0031098648128266	0.00829137363139147
1185660.4.peg.1143	337	377	-0.146633939691412	0.805770687643663	-0.161815932086806
1185660.4.peg.1145	582.5	545.5	0.10144339430647	0.621372385240591	0.0946788532180355
1185660.4.peg.1146	79.5	89	-0.0914241056400506	0.630084175507998	-0.162850475682042
1185660.4.peg.1153	10.5	61	-1.0349058176724	0.996247963384646	-2.53841991478413
1185660.4.peg.1154	14.5	59	-0.865808129993187	0.984459572791002	-2.02466205423427
1185660.4.peg.1155	13	33.5	-0.49722733031709	0.964813216280344	-1.36564947231668
1185660.4.peg.1160	17	17	0	0.00340268836392943	0
1185660.4.peg.1164	8.5	10	-0.131579995770201	0.774863596744693	-0.234465253637023
1185660.4.peg.1169	8.5	132	-2.04215868147302	1	-3.95693127810811
1185660.4.peg.117	481	415.5	0.212747519471962	0.831694257226462	0.211188416999697
1185660.4.peg.1178	351	478	-0.408009094637339	0.948898496086948	-0.445539587676188
1185660.4.peg.118	279.5	437	-0.619675842162976	0.974549458012425	-0.644784996657408
1185660.4.peg.1207	12.5	52.5	-1.26177304931174	0.996195967453255	-2.0703893278914
1185660.4.peg.1209	29	82.5	-0.814499033414259	0.989465301443816	-1.50834121911824
1185660.4.peg.1226	7	9	-0.184430651691611	0.859586836587389	-0.362570079384708
1185660.4.peg.1228	100	74	0.289974613206598	0.863596998549068	0.434402824145775
1185660.4.peg.1241	55.5	37	0.355998375736554	0.882198679626803	0.584962500721156
1185660.4.peg.1275	17	27.5	-0.409533783856354	0.949433163925505	-0.69389687227432
1185660.4.peg.1278	4	52	-1.52877238598349	0.998984232897606	-3.70043971814109
1185660.4.peg.1286	101	91.5	0.109012975128952	0.652554695465686	0.142511644467752
1185660.4.peg.1287	139.5	160	-0.197195767960167	0.872962974102831	-0.197806783058175
1185660.4.peg.1289	47.5	63	-0.240746752370999	0.901191129007286	-0.407424315168969
1185660.4.peg.1291	32	75	-0.560970565834959	0.970925840574385	-1.22881869049588
1185660.4.peg.1298	22.5	24	-0.0562329415264402	0.3897873684802	-0.0931094043914815
1185660.4.peg.1299	110.5	303	-1.17274351270465	0.993802060988482	-1.45527142408152
1185660.4.peg.1300	105.5	88.5	0.159265170397048	0.7833750012975	0.253493638624188
1185660.4.peg.1308	15	16	-0.0517821707700862	0.353377900183134	-0.0931094043914815
1185660.4.peg.131	6	82	-1.91586772656191	0.999858815262786	-3.77258950389693
1185660.4.peg.1321	188	176	0.0989991384053129	0.610172150846106	0.09515723304034
1185660.4.peg.1324	155	104	0.483158192844255	0.909859565235105	0.575684687133145
1185660.4.peg.1327	58.5	55.5	0.0500629402821049	0.249465172935806	0.0759488532332984
1185660.4.peg.1329	29	123.5	-1.34029601849206	0.997979502984532	-2.09038623645711
1185660.4.peg.1339	45	38.5	0.100632346123743	0.617645316828457	0.225066555634773
1185660.4.peg.1376	23	26	-0.0870201499579805	0.605664739487939	-0.176877762084079
1185660.4.peg.1377	25.5	31	-0.157559121954811	0.82389903869859	-0.28177096841538
1185660.4.peg.138	33.5	31.5	0.0577568873376094	0.316814162221204	0.088809266957856
1185660.4.peg.1386	688.5	669.5	0.0713627600293876	0.432715457394681	0.0403725988106536
1185660.4.peg.1387	671.5	535.5	0.460790880634707	0.901584684088089	0.326500824677186
1185660.4.peg.1388	730.5	992.5	-0.858623641826809	0.985864575386343	-0.442182829226822
1185660.4.peg.1389	411.5	343	0.36255084751656	0.882405416507109	0.262683854248813
1185660.4.peg.139	11	12	-0.0860205609500335	0.599832230668806	-0.125530882083859
1185660.4.peg.1394	104	92	0.114500654933892	0.672437860226954	0.176877762084079
1185660.4.peg.1397	69.5	95.5	-0.330977118585528	0.928529672818965	-0.458487755312241
1185660.4.peg.14	1172.5	1056	0.14409557232013	0.753730085940342	0.150978088044285
1185660.4.peg.1413	156.5	179.5	-0.132340278018068	0.776650012263778	-0.197821186890433
1185660.4.peg.1415	74	62	0.149204782334701	0.764418265511907	0.255257055242075
1185660.4.peg.1417	107.5	59	0.398892978291745	0.879460512058328	0.865549800227619
1185660.4.peg.1419	83.5	103	-0.152884475324935	0.81649162600264	-0.302796234709166
1185660.4.peg.1420	66	57.5	0.137843539561684	0.739576913965754	0.198904068414078
1185660.4.peg.1429	43.5	27.5	0.292171867926205	0.863878336454187	0.661583782324069
1185660.4.peg.1430	18	19.5	-0.04485580985748	0.294753425881694	-0.115477217419936
1185660.4.peg.1431	14.5	13	0.0635217018304118	0.367077699174065	0.15754127698648
1185660.4.peg.1432	29.5	21	0.205148224623994	0.830435528264802	0.490325626583081
1185660.4.peg.1434	8	7	0.130042518387534	0.719833354105952	0.192645077942396
1185660.4.peg.1437	55	32.5	0.365670366213316	0.882429660659384	0.758991900496205
1185660.4.peg.144	29	29.5	-0.014161636762183	0.054453889480007	-0.0246620542342691
1185660.4.peg.1440	50	85	-0.442999098507355	0.957350289976545	-0.765534746362977
1185660.4.peg.1448	46	111.5	-0.740440386815147	0.980800746862551	-1.27733794386329
1185660.4.peg.145	59	55.5	0.0504634873691188	0.252935800528269	0.0882271830117353
1185660.4.peg.1451	63	49	0.248614626151975	0.854555685600173	0.362570079384708
1185660.4.peg.1452	38	54	-0.345849572056176	0.933078979963329	-0.506959988719883
1185660.4.peg.1457	26	29.5	-0.0782645475210472	0.551684034286613	-0.182203331220749
1185660.4.peg.1458	30	39	-0.182254266660556	0.857097530749389	-0.37851162325373
1185660.4.peg.1461	70	69	0.0133167404080987	0.0121533894064589	0.0207585601667975
1185660.4.peg.1462	119	113.5	0.0477263531994935	0.229370995649556	0.0682692760170284
1185660.4.peg.147	12.5	20	-0.370770571060315	0.938709181934574	-0.678071905112638
1185660.4.peg.1480	258	203.5	0.346785824264365	0.881622710155845	0.342342271157007
1185660.4.peg.1482	3039.5	5856.5	-1.12022884927966	0.994553442255774	-0.946204710507989
1185660.4.peg.1483	2797	10602.5	-2.29263776562559	1	-1.92245232400761
1185660.4.peg.1484	1368	2185	-0.703454925408718	0.979774538159325	-0.675565049502063
1185660.4.peg.1485	136	142.5	-0.0412181555949684	0.263368376726049	-0.0673552678017647
1185660.4.peg.1488	67	63	0.048413768640755	0.235242573746134	0.088809266957856
1185660.4.peg.1489	8.5	19	-0.459395664682276	0.958957389064616	-1.16046467219325
1185660.4.peg.149	546	670	-0.485878554578878	0.962762999199573	-0.295260144425282
1185660.4.peg.1492	154.5	111	0.396929735832137	0.879358581938342	0.477047161554269
1185660.4.peg.1493	256.5	250	0.0331022057924132	0.113687011026875	0.037030730944967
1185660.4.peg.1496	118.5	77	0.462761363637145	0.902869450688056	0.621956708203358
1185660.4.peg.1497	111	77.5	0.384398447720357	0.880668271407104	0.518291461075869
1185660.4.peg.1498	104.5	71	0.331395182697201	0.879238910579924	0.557612012576201
1185660.4.peg.1499	89.5	47	0.504654239100999	0.913942303579023	0.929226925586619
1185660.4.peg.1500	70.5	53.5	0.251060979078886	0.856568165884633	0.398084365997647
1185660.4.peg.1509	173.5	111.5	0.503285346817391	0.913554942401057	0.637891952657956
1185660.4.peg.1510	128.5	129	-0.00505817582646201	0.0147732034660321	-0.00560270622937602
1185660.4.peg.1511	108.5	115.5	-0.0632419981362413	0.444828892206339	-0.0901978089715781
1185660.4.peg.1515	136.5	131	0.05562174499049	0.29803919600613	0.059334139382402
1185660.4.peg.1529	90	169	-0.857748594969712	0.986047874740263	-0.909026339952509
1185660.4.peg.1531	7.5	10.5	-0.256152624296745	0.901848744594068	-0.485426827170242
1185660.4.peg.1536	8.5	118	-1.5127583863879	0.99975070747245	-3.7951802081115
1185660.4.peg.1537	6	90	-1.22641745752297	0.997316410724286	-3.90689059560852
1185660.4.peg.1538	8	69.5	-0.998608237907168	0.99476085677407	-3.11894107272351
1185660.4.peg.1539	6	44.5	-0.833130475030785	0.989614845079565	-2.89077093024524
1185660.4.peg.1540	8.5	48	-0.853870823892621	0.986854017224757	-2.49749965947082
1185660.4.peg.1542	63.5	102.5	-0.38158871217142	0.941168911653503	-0.69079541273328
1185660.4.peg.1548	172.5	123.5	0.372841555663402	0.882177077951504	0.482085320080854
1185660.4.peg.1556	181	185	-0.0283070704029062	0.153620552999984	-0.0315355734331068
1185660.4.peg.1567	62	79.5	-0.182647527381053	0.857556939085849	-0.35868664489748
1185660.4.peg.1568	137	141	-0.0294741590307428	0.163072833772908	-0.0415192694382669
1185660.4.peg.1581	212	185.5	0.18355914935467	0.818083062331092	0.192645077942396
1185660.4.peg.1583	117.5	126.5	-0.0756477042835248	0.534279239039918	-0.10647662812931
1185660.4.peg.159	29.5	36	-0.109734768970165	0.711837732133078	-0.287281952080471
1185660.4.peg.160	50.5	51.5	-0.0172834303777847	0.0730313961321111	-0.0282890444314236
1185660.4.peg.162	38	47	-0.156102554580431	0.821631681758294	-0.306661338234052
1185660.4.peg.1624	91.5	118.5	-0.250467107853655	0.901754200885011	-0.373043410614217
1185660.4.peg.1625	185.5	122.5	0.473773934944558	0.908149374948143	0.598637437618233
1185660.4.peg.1633	16.5	14.5	0.104242597631688	0.633527160903125	0.186413124230881
1185660.4.peg.1647	393.5	298.5	0.449922514825458	0.894288132075355	0.398632704242681
1185660.4.peg.1648	114	81.5	0.295642044938149	0.86461304970836	0.484161859933664
1185660.4.peg.1650	84	71	0.142735908157609	0.750754598511788	0.242570303274078
1185660.4.peg.1651	165.5	122.5	0.259491828515544	0.861862497422768	0.434049467804647
1185660.4.peg.1653	228	199	0.127876997629062	0.71389354133259	0.196265393621093
1185660.4.peg.1657	176	195.5	-0.114973775204847	0.729689043123698	-0.151593178670055
1185660.4.peg.1659	233.5	242	-0.051270989743402	0.349126412310165	-0.0515844975649327
1185660.4.peg.1664	1835	2263	-0.344336862219424	0.932705080074151	-0.302456521536317
1185660.4.peg.1672	485	301	0.846304688478216	0.921670302213817	0.688221260314788
1185660.4.peg.1684	35	82	-0.828911770780858	0.989760403137711	-1.22826898767312
1185660.4.peg.17	70	60	0.136839272773235	0.737136389339657	0.222392421336448
1185660.4.peg.1705	24	18	0.250585784850485	0.856189028568306	0.415037499278844
1185660.4.peg.1747	76.5	570.5	-2.02093593271471	1	-2.89869523359603
1185660.4.peg.1751	190	173	0.125369321149056	0.706773981495	0.135227380694223
1185660.4.peg.1754	259	315	-0.226522555462556	0.896785046695162	-0.282399730700725
1185660.4.peg.1757	404.5	278	0.625199877141492	0.908468494545371	0.54105481970647
1185660.4.peg.1759	242.5	208	0.234191962463872	0.841536744979878	0.221401218933398
1185660.4.peg.176	176.5	138	0.274884093945546	0.864179735545186	0.354999916493011
1185660.4.peg.1761	539	490.5	0.168695901539789	0.798943067972934	0.136032136533267
1185660.4.peg.1767	236	192	0.261099265046917	0.862542714444142	0.297680548640685
1185660.4.peg.1775	152	152	0	0.00340268836392943	0
1185660.4.peg.1776	74	86	-0.143802587181517	0.800529104153323	-0.216811389073148
1185660.4.peg.1786	301.5	287.5	0.0814385961867205	0.508364548321943	0.0685960460683472
1185660.4.peg.1793	85	74	0.154456576906103	0.774635567392447	0.199937570508752
1185660.4.peg.180	166.5	83.5	0.616037143225599	0.90876255944358	0.99567407459721
1185660.4.peg.1803	29	55.5	-0.497365439827946	0.964838165085292	-0.936434871222534
1185660.4.peg.1804	20.5	39	-0.40024596870914	0.946226741494053	-0.927850214244165
1185660.4.peg.1805	14.5	21.5	-0.248842006509873	0.901725211071892	-0.568283759574526
1185660.4.peg.1806	15.5	27.5	-0.47684803754132	0.961233134228179	-0.827163403137784
1185660.4.peg.181	129.5	172	-0.258585455333972	0.90194438912003	-0.409456467015544
1185660.4.peg.1812	29	28	0.0295538551849747	0.0894870146682122	0.0506260730699681
1185660.4.peg.1813	57.5	78	-0.280070354522018	0.907407373483207	-0.439912167917873
1185660.4.peg.1815	96	112	-0.176349510495524	0.849946183782575	-0.222392421336448
1185660.4.peg.1816	14.5	16.5	-0.0858964738477518	0.599108159431565	-0.186413124230881
1185660.4.peg.1817	78.5	110.5	-0.361086070354528	0.936503493086505	-0.493281810499805
1185660.4.peg.182	135.5	195	-0.309974731139005	0.920557611309017	-0.525181272395739
1185660.4.peg.1822	68	84.5	-0.154639079816835	0.819350257755108	-0.313416595031845
1185660.4.peg.1823	8.5	9.5	-0.0952356192562004	0.649737353035873	-0.160464672193246
1185660.4.peg.1825	197.5	265.5	-0.374121563854874	0.939474411626065	-0.426859207739688
1185660.4.peg.1826	109	103.5	0.0576507802130792	0.315884488364669	0.0746973672776011
1185660.4.peg.1827	76	67.5	0.132713877950016	0.726879718585608	0.171111916392755
1185660.4.peg.1828	1096	1149	-0.0633052055637974	0.445308723299452	-0.0681309996855866
1185660.4.peg.1829	214.5	231	-0.10281957444042	0.684618829564294	-0.106915203916512
1185660.4.peg.1833	145.5	148	-0.0142362775749852	0.0548654999301567	-0.0245780227206659
1185660.4.peg.1837	480.5	20.5	2.1121261695427	0.999999999999999	4.55084061615567
1185660.4.peg.184	35.5	39	-0.0611154566446679	0.428433751839325	-0.135655099357566
1185660.4.peg.1846	18.5	18	0.0221161181147642	0.0465480773817819	0.0395283641866373
1185660.4.peg.1848	65	63.5	0.0242922508803277	0.0579058693713852	0.0336831262562886
1185660.4.peg.1853	186.5	138	0.385280623921383	0.880520223063203	0.434507363477069
1185660.4.peg.1860	13.5	12.5	0.0696796711462362	0.418967843418898	0.111031312388744
1185660.4.peg.1861	11.5	12.5	-0.0549486953933046	0.379390517349209	-0.120294233717712
1185660.4.peg.1865	68.5	74.5	-0.0871425825270372	0.606379088099391	-0.121136437501635
1185660.4.peg.1870	162	152.5	0.0830196257701804	0.519136848681444	0.087184570434376
1185660.4.peg.1872	28.5	33.5	-0.102418547900311	0.682930119463683	-0.233199176293031
1185660.4.peg.1873	18.5	24.5	-0.162368502382742	0.831049014502043	-0.405256478486259
1185660.4.peg.1874	19	26.5	-0.172382377176807	0.844847283543095	-0.479992941119614
1185660.4.peg.1875	33	33.5	-0.00878697210350425	0.0282027751679341	-0.0216950710993191
1185660.4.peg.1876	13	15.5	-0.0906362842129434	0.625916172453774	-0.253756592245783
1185660.4.peg.1877	12.5	19	-0.233103527856012	0.899514660696774	-0.604071323668861
1185660.4.peg.1878	20	26.5	-0.183835159884356	0.858908190508318	-0.405992359675837
1185660.4.peg.1879	22	45	-0.481093881841019	0.961930291801969	-1.03242147769238
1185660.4.peg.188	181	256.5	-0.454134996146255	0.958443960916331	-0.502969128523849
1185660.4.peg.1883	194.5	162	0.228313238421283	0.837258114003063	0.263776342101567
1185660.4.peg.1884	276.5	199.5	0.431404471891561	0.887743086860005	0.470890734012361
1185660.4.peg.1885	174.5	160.5	0.111600508570874	0.662182226568913	0.120653739087349
1185660.4.peg.1888	52.5	69	-0.243382576465715	0.901466474933107	-0.394278939112046
1185660.4.peg.1889	151.5	120.5	0.24073927497959	0.847356096770164	0.330284647242989
1185660.4.peg.1896	87	78	0.0938136218159041	0.584080207187962	0.15754127698648
1185660.4.peg.1897	36.5	38	-0.0381513761213157	0.23680808447189	-0.0581029545635683
1185660.4.peg.1900	67	41	0.496881553925859	0.911856304747927	0.708537185839689
1185660.4.peg.1902	69.5	60	0.133125689172903	0.727918330184886	0.212050477114989
1185660.4.peg.1905	71	46.5	0.450828013990107	0.894847091214849	0.610588308396651
1185660.4.peg.1908	324	373	-0.251514676854278	0.901767575286731	-0.203181817370613
1185660.4.peg.1910	223.5	237	-0.0889459627194398	0.616561075016745	-0.0846122277149413
1185660.4.peg.1917	263.5	239.5	0.134753768995372	0.732041296172173	0.137777305901034
1185660.4.peg.1922	115.5	112.5	0.0285808728408808	0.0833214657256235	0.0379678501990204
1185660.4.peg.1925	57	94	-0.405980828272119	0.948184682207166	-0.721698837512896
1185660.4.peg.1929	16	20	-0.17026219229345	0.842038155057839	-0.321928094887362
1185660.4.peg.193	101	96	0.0574876803290629	0.314456007413093	0.0732489820306385
1185660.4.peg.196	36.5	30.5	0.151925039935159	0.769798248186875	0.259087221317131
1185660.4.peg.1976	74.5	229	-1.04971756945224	0.996829367407138	-1.62003526763478
1185660.4.peg.1978	59	54	0.0689154953756333	0.412710895147024	0.127755547198373
1185660.4.peg.1988	45.5	50	-0.0858880571477583	0.599059046151025	-0.136061549576028
1185660.4.peg.1990	15.5	15	0.0251297379916537	0.0626555818540526	0.0473057147783568
1185660.4.peg.1991	10	11.5	-0.0893024743177099	0.618539360859143	-0.201633861169651
1185660.4.peg.1992	4	6	-0.221766702869907	0.894035166341635	-0.584962500721156
1185660.4.peg.1993	17	20.5	-0.116097044582725	0.733270852680983	-0.270089163367744
1185660.4.peg.1998	30.5	27.5	0.0732240145665429	0.447518430076729	0.149377624038227
1185660.4.peg.1999	36.5	39.5	-0.0527363419388036	0.361248301982943	-0.113956189297086
1185660.4.peg.2001	53.5	56.5	-0.0397588742419608	0.250733888298391	-0.0787119760140407
1185660.4.peg.2002	53	62	-0.101953662683646	0.68097272933814	-0.226275855823676
1185660.4.peg.2003	30.5	45	-0.233189033391036	0.89953982036459	-0.561115758766788
1185660.4.peg.2004	67.5	92	-0.219630902853539	0.892579806926347	-0.446746359006182
1185660.4.peg.2005	50.5	89.5	-0.376853894803753	0.940093772934491	-0.825604294512462
1185660.4.peg.2007	110	171.5	-0.394920572060829	0.944567844609196	-0.640705052648153
1185660.4.peg.2008	161.5	218.5	-0.344639533349165	0.932779749141894	-0.436099114806674
1185660.4.peg.2010	114	98	0.162634179027573	0.789202802946728	0.218180170049533
1185660.4.peg.2015	239	158	0.414275610716679	0.883208008233174	0.597086059803646
1185660.4.peg.2018	6	7.5	-0.146910289610753	0.806260281485397	-0.321928094887362
1185660.4.peg.202	341.5	247	0.461819694088788	0.902264614766523	0.467374536705413
1185660.4.peg.2020	3.5	51	-1.56880617553661	0.998777540875776	-3.86507041991389
1185660.4.peg.2023	3	507	-4.95476265881535	0.999999999999997	-7.40087943628218
1185660.4.peg.2028	88	85	0.0355709572565941	0.131531646387741	0.0500406824995956
1185660.4.peg.2036	226.5	361.5	-0.555645116085497	0.970544287517274	-0.674484596904883
1185660.4.peg.2037	571.5	1004	-1.1543024445547	0.992666135453484	-0.812933865736294
1185660.4.peg.204	8.5	31.5	-0.717733121489892	0.979744015787781	-1.88981708224958
1185660.4.peg.2042	147.5	229	-0.582304319449142	0.971871601752041	-0.63463264384774
1185660.4.peg.2053	148	110.5	0.348653698011744	0.881767382330533	0.421550806237518
1185660.4.peg.2057	68	84.5	-0.154639079816835	0.819350257755108	-0.313416595031845
1185660.4.peg.2080	45.5	46.5	-0.0153695632929018	0.0611587093710783	-0.0313641709093351
1185660.4.peg.2081	111	149.5	-0.361805296976623	0.936665024086531	-0.429585807847999
1185660.4.peg.2085	125.5	159.5	-0.211333587930384	0.886053993686116	-0.345869059814097
1185660.4.peg.2089	97.5	118	-0.163651720565866	0.832894852145374	-0.275312735612231
1185660.4.peg.2098	105	142.5	-0.323627544730101	0.925713361987966	-0.440572591385981
1185660.4.peg.2099	14	49	-1.13223931909344	0.993237367438862	-1.8073549220576
1185660.4.peg.2101	12	32	-0.718809868785603	0.979767898399227	-1.41503749927884
1185660.4.peg.2102	9.5	17.5	-0.472552108585879	0.960576709790726	-0.881355503501381
1185660.4.peg.2103	19	31.5	-0.467164606827223	0.959843304751211	-0.729352410056331
1185660.4.peg.2108	34.5	57.5	-0.524442831983798	0.968565828603375	-0.736965594166206
1185660.4.peg.2120	27	64	-0.833182703897079	0.989612251509006	-1.24511249783653
1185660.4.peg.2121	29	110.5	-1.50853223413152	0.99981741137209	-1.92992156426386
1185660.4.peg.2124	16.5	28.5	-0.483289382413914	0.962307257470617	-0.788495894806288
1185660.4.peg.2135	165.5	186.5	-0.159925182681065	0.827468463287718	-0.17234441344802
1185660.4.peg.2139	27.5	7.5	0.512101093165453	0.915756100694862	1.87446911791614
1185660.4.peg.2140	18.5	14	0.105087530773586	0.637020424323398	0.402098443571346
1185660.4.peg.2141	9.5	9.5	0	0.00340268836392943	0
1185660.4.peg.2152	88.5	89	-0.00692057465777419	0.020649949777428	-0.00812788088340033
1185660.4.peg.2157	736.5	459.5	0.652724466310212	0.91295020810503	0.680620663746815
1185660.4.peg.2162	125.5	143.5	-0.155242438979326	0.820290298125734	-0.193363372724916
1185660.4.peg.2169	85	189.5	-0.73855787508037	0.980691150021096	-1.15666310203339
1185660.4.peg.2203	317	1082	-1.33235754470084	0.997790102200957	-1.77114575368741
1185660.4.peg.2205	2	5.5	-0.432699014905339	0.955889503830463	-1.4594316186373
1185660.4.peg.2206	2.5	4.5	-0.327736776891029	0.92731160363775	-0.84799690655495
1185660.4.peg.2207	1.5	4.5	-0.560346060762056	0.970881752981136	-1.58496250072116
1185660.4.peg.2210	33.5	31.5	0.052992303575094	0.27497124095499	0.088809266957856
1185660.4.peg.2232	1359	2020.5	-0.676213403888507	0.979806791302614	-0.572166895416068
1185660.4.peg.2235	100.5	159	-0.316089407803147	0.922806298529651	-0.661831264105427
1185660.4.peg.224	77	66.5	0.152274311341166	0.770462506211316	0.211504105193712
1185660.4.peg.2243	290	257	0.186990578425751	0.821332707168842	0.174284540821056
1185660.4.peg.2256	234.5	268.5	-0.166049790098146	0.836285850186223	-0.195334165470036
1185660.4.peg.2286	40	178	-0.914081229315853	0.987018818743845	-2.15380533607904
1185660.4.peg.231	40.5	37	0.084227151628339	0.527130680203443	0.130396637255675
1185660.4.peg.2313	215.5	325.5	-0.487745403594819	0.963097206625857	-0.594969674076537
1185660.4.peg.2317	53.5	58.5	-0.0821157736601621	0.576334289874857	-0.128897733182258
1185660.4.peg.2318	102	96.5	0.0585066921055281	0.323391650321643	0.0799683047034151
1185660.4.peg.2328	726	590	0.410766281667266	0.882034544548737	0.299254593746547
1185660.4.peg.2330	524	502.5	0.0884976315632525	0.553967800347117	0.0604432154711593
1185660.4.peg.2331	186.5	604	-2.04191539600529	1	-1.69537291906984
1185660.4.peg.2332	207	478	-1.68372329223095	0.999999999999998	-1.20737985048142
1185660.4.peg.2334	121.5	129.5	-0.083194983786036	0.582912222084672	-0.091995784080773
1185660.4.peg.2336	153.5	140	0.1223933950059	0.697953394793712	0.132811828425213
1185660.4.peg.2337	165	173.5	-0.0681212887148859	0.481328719867074	-0.0724696383324451
1185660.4.peg.2338	188	192	-0.0267981484510001	0.141476325535256	-0.0303736490435189
1185660.4.peg.2339	162	150.5	0.0816711261948707	0.509996389010118	0.106230326124923
1185660.4.peg.2340	112.5	180.5	-0.486275397743027	0.962833323763342	-0.682073835670134
1185660.4.peg.2356	46	61.5	-0.257729870223604	0.901893419302605	-0.418952549282227
1185660.4.peg.2357	68	70	-0.0270440608469586	0.143457098481034	-0.0418201756946271
1185660.4.peg.2361	784	916.5	-0.3699586302211	0.938523377405233	-0.225281226424678
1185660.4.peg.2366	23	12	0.35345424333289	0.882073530587547	0.938599455335857
1185660.4.peg.2385	4	6.5	-0.328877385436499	0.927744349098842	-0.700439718141092
1185660.4.peg.2389	13	15.5	-0.117531831340619	0.737681840816237	-0.253756592245783
1185660.4.peg.2392	17	16	0.0355808549456803	0.131605614146472	0.0874628412503394
1185660.4.peg.2393	632.5	537	0.340174848765879	0.880887486277818	0.23614339159626
1185660.4.peg.2394	148.5	135.5	0.107384320032838	0.646312203761711	0.132170079446894
1185660.4.peg.2398	816	1934.5	-2.81572598183378	1	-1.24531967147172
