ID_corrected	Equa_BiGG_Corrected	Genes	LB	UB
EX_protein_e	1 protein_c <--	(1185660.4.peg.3070 and 1185660.4.peg.1664 and 1185660.4.peg.3594 and 1185660.4.peg.1480 and 1185660.4.peg.2973 and Unknown and 1185660.4.peg.1139 and 1185660.4.peg.2979 and 1185660.4.peg.3792 and 1185660.4.peg.993 and 1185660.4.peg.1006 and 1185660.4.peg.1625 and 1185660.4.peg.2513 and 1185660.4.peg.1014 and 1185660.4.peg.2510 and 1185660.4.peg.1017 and 1185660.4.peg.3217 and 1185660.4.peg.1021 and 1185660.4.peg.460 and 1185660.4.peg.2976 and 1185660.4.peg.2514 and 1185660.4.peg.2516 and 1185660.4.peg.1008 and 1185660.4.peg.2406 and 1185660.4.peg.461 and 1185660.4.peg.1015 and 1185660.4.peg.1001 and 1185660.4.peg.3475 and 1185660.4.peg.1003 and 1185660.4.peg.4046 and 1185660.4.peg.1010 and 1185660.4.peg.1023 and 1185660.4.peg.1870 and 1185660.4.peg.1016 and 1185660.4.peg.1917 and 1185660.4.peg.1018 and 1185660.4.peg.3665 and 1185660.4.peg.1002 and 1185660.4.peg.987 and 1185660.4.peg.2887 and 1185660.4.peg.1011 and 1185660.4.peg.1022 and Unknown and 1185660.4.peg.2561 and 1185660.4.peg.1000 and 1185660.4.peg.1009 and 1185660.4.peg.4539 and 1185660.4.peg.1012 and 1185660.4.peg.988 and 1185660.4.peg.989 and 1185660.4.peg.4542 and 1185660.4.peg.3772 and 1185660.4.peg.999 and 1185660.4.peg.1019 and Unknown and 1185660.4.peg.2010 and Unknown and 1185660.4.peg.2978 and 1185660.4.peg.3987 and 1185660.4.peg.4047 and 1185660.4.peg.1013 and 1185660.4.peg.1007 and 1185660.4.peg.85 and 1185660.4.peg.1484 and 1185660.4.peg.1483 and 1185660.4.peg.1005 and 1185660.4.peg.1004 and 1185660.4.peg.2511 and 1185660.4.peg.1482 and 1185660.4.peg.2668 and 1185660.4.peg.2592 and 1185660.4.peg.1515 and 1185660.4.peg.3988 and 1185660.4.peg.992 and 1185660.4.peg.3879 and (1185660.4.peg.1786 or 1185660.4.peg.1976) and 1185660.4.peg.1025)	-10	0
EX_ptrc_e	1 ptrc_e <==>	Unknown	0	1000
EX_pyr_e	1 pyr_e -->	Unknown	0	1000
EX_q8_e	1 q8_e <==>	Unknown	0	1000
EX_q8h2_e	1 q8h2_e <==>	Unknown	-10	1000
EX_rna_c0	1 rna_c <--	(Unknown and 1185660.4.peg.3581 and 1185660.4.peg.1556 and 1185660.4.peg.4540 and Unknown and 1185660.4.peg.84 and 1185660.4.peg.991 and Unknown and 1185660.4.peg.749 and 1185660.4.peg.2596 and Unknown and 1185660.4.peg.990 and 1185660.4.peg.1024)	-10	0
EX_salcn_e	1 salcn_e <==>	Unknown	0	1000
EX_sbt__D_e	1 sbt__D_e <==>	Unknown	0	1000
EX_ser__D_e	1 ser__D_e <==>	Unknown	0	1000
EX_ser__L_e	1 ser__L_e <==>	Unknown	0	1000
EX_so4_e	1 so4_e <==>	Unknown	-10	1000
EX_spmd_e	1 spmd_e <==>	Unknown	-10	1000
EX_succ_e	1 succ_e <==>	Unknown	0	1000
EX_sucr_e	1 sucr_e <==>	Unknown	0	0
EX_taur_e	1 taur_e <==>	Unknown	0	1000
EX_thmmp_e	1 thmmp_e <==>	Unknown	-10	1000
EX_thymd_e	1 thymd_e <==>	Unknown	0	1000
EX_tre_e	1 tre_e <==>	Unknown	0	1000
EX_trp__L_e	1 trp__L_e <==>	Unknown	-10	1000
EX_tsul_e	1 tsul_e <==>	Unknown	0	1000
EX_ttdca_e	1 ttdca_e <==>	Unknown	-10	1000
EX_uri_e	1 uri_e <==>	Unknown	0	1000
EX_xyl__D_e	1 xyl__D_e <==>	Unknown	0	0
EX_zn2_e	1 zn2_e <==>	Unknown	-10	1000
FA100ACPHi	1 dca_c + 1 h_c + 1 ACP_c <==> 1 dcaACP_c + 1 h2o_c	1185660.4.peg.769	-1000	1000
FA80ACPHi	1 h_c + 1 octa_c + 1 ACP_c <==> 1 ocACP_c + 1 h2o_c	1185660.4.peg.769	-1000	1000
FACOAE160	1 hdca_c + 1 coa_c + 1 h_c <-- 1 h2o_c + 1 pmtcoa_c	1185660.4.peg.2982	-1000	0
FACOAE180	1 coa_c + 1 h_c + 1 ocdca_c <-- 1 stcoa_c + 1 h2o_c	1185660.4.peg.2982	-1000	0
FACOAE1836Z9Z12Z	1 coa_c + 1 h_c + 1 lnlncg_c <==> 1 h2o_c + 1 lnlncgcoa_c	1185660.4.peg.2982	-1000	1000
FACOAL140	1 ppi_c + 1 amp_c + 1 tdcoa_c <-- 1 coa_c + 1 ttdca_c + 1 atp_c	(1185660.4.peg.1922 or 1185660.4.peg.3392)	-1000	0
FACOAL160	1 hdca_c + 1 coa_c + 1 atp_c --> 1 ppi_c + 1 amp_c + 1 pmtcoa_c	(1185660.4.peg.3392 or 1185660.4.peg.1922)	0	1000
FACOAL180	1 ppi_c + 1 amp_c + 1 stcoa_c <-- 1 coa_c + 1 ocdca_c + 1 atp_c	(1185660.4.peg.1922 or 1185660.4.peg.3392)	-1000	0
FAS140ACPm	1 co2_c + 1 h2o_c + 1 myrsACP_c + 2 nadp_c + 1 ACP_c --> 1 malACP_c + 2 h_c + 1 ddcaACP_c + 2 nadph_c	Unknown	0	1000
FBA	1 g3p_c + 1 dhap_c <==> 1 fdp_c	1185660.4.peg.3367	-1000	1000
FBA3	1 s17bp_c <==> 1 e4p_c + 1 dhap_c	1185660.4.peg.3367	-1000	1000
FBP	1 h2o_c + 1 fdp_c --> 1 f6p_c + 1 pi_c	(1185660.4.peg.118 or 1185660.4.peg.1875)	0	1000
FCLT	1 fe2_c + 1 ppp9_c <==> 1 pheme_c	1185660.4.peg.4059	-1000	1000
FDH	1 nadh_c + 1 co2_c <-- 1 for_c + 1 nad_c	(1185660.4.peg.2120 or 1185660.4.peg.2121)	-1000	0
FE2abc	1 fe2_e + 1 h2o_c + 1 atp_c --> 1 fe2_c + 1 h_c + 1 adp_c + 1 pi_c	1185660.4.peg.1902	0	1000
FE3abc	1 fe3_e + 1 h2o_c + 1 atp_c --> 1 fe3_c + 1 h_c + 1 adp_c + 1 pi_c	Unknown	0	1000
FERO	4 fe2_c + 4 h_c + 1 o2_c <==> 4 fe3_c + 2 h2o_c	1185660.4.peg.2856	0	1000
FGFTh	2 h_c + 1 fgam_c + 1 thf_c <==> 1 h2o_c + 1 gar_c + 1 methf_c	1185660.4.peg.3174	-1000	0
FGLU	1 foam_c + 1 glu__L_c --> 1 h2o_c + 1 forglu_c	1185660.4.peg.495	0	1000
FK	1 fuc1p__L_c + 1 h_c + 1 adp_c <==> 1 atp_c + 1 fuc__L_c	1185660.4.peg.2140	-1000	1000
FLVRx	1 nadh_c + 2 h_c + 1 ribflv_c <==> 1 rbflvrd_c + 1 nad_c	1185660.4.peg.2394	-1000	1000
FMNRx	1 nadh_c + 1 fmn_c + 2 h_c --> 1 fmnh2_c + 1 nad_c	1185660.4.peg.337	0	1000
FOLR2	1 h_c + 1 fol_c + 1 nadph_c <==> 1 dhf_c + 1 nadp_c	(1185660.4.peg.722 or 1185660.4.peg.892)	-1000	1000
FOMETRi	1 5fthf_c + 1 h_c <==> 1 h2o_c + 1 methf_c	1185660.4.peg.3174	-1000	0
FORti	1 for_c --> 1 for_e	Unknown	0	1000
FPGFTh	1 h_c + 1 fgam_c + 1 thf_c <==> 1 10fthf_c + 1 gar_c	(1185660.4.peg.3174 or 1185660.4.peg.3174)	0	1000
FPGS_tm	1 h_c + 1 thfglu_c + 1 adp_c + 1 pi_c <-- 1 atp_c + 1 thf_c + 1 glu__L_c	(1185660.4.peg.1057 and 1185660.4.peg.1057)	-1000	0
FPPSh	1 grdp_c + 1 ipdp_c --> 1 ppi_c + 1 frdp_c	(((1185660.4.peg.2670 or 1185660.4.peg.3117) and (1185660.4.peg.3117 or 1185660.4.peg.2670) and (1185660.4.peg.2670 or 1185660.4.peg.3117) and Unknown) or (1185660.4.peg.3117 or 1185660.4.peg.2670))	0	1000
FRD	1 h_c + 1 succ_c + 1 fad_c --> 1 fadh2_c + 1 fum_c	(1185660.4.peg.2332 or 1185660.4.peg.2331 or (1185660.4.peg.2330 and 1185660.4.peg.2328 and Unknown))	0	1000
FRD2	1 mql8_c + 1 fum_c <==> 1 succ_c + 1 mqn8_c	(1185660.4.peg.2330 or (1185660.4.peg.2332 and Unknown and 1185660.4.peg.2331 and Unknown and Unknown and Unknown) or (1185660.4.peg.2328 and 1185660.4.peg.2330))	0	1000
FRD3	1 2dmmq8_c + 1 succ_c <==> 1 2dmmql8_c + 1 fum_c	(1185660.4.peg.2330 or (Unknown and Unknown and Unknown and 1185660.4.peg.2331 and 1185660.4.peg.2332 and Unknown) or (1185660.4.peg.2330 and 1185660.4.peg.2328))	-1000	0
FRD7	1 q8h2_c + 1 fum_c --> 1 q8_c + 1 succ_c	(1185660.4.peg.2330 or (1185660.4.peg.2332 and Unknown and Unknown and Unknown and Unknown and 1185660.4.peg.2331) or (1185660.4.peg.2330 and 1185660.4.peg.2328))	0	1000
FRTT	1 ppi_c + 1 ggdp_c <-- 1 frdp_c + 1 ipdp_c	(1185660.4.peg.3117 or 1185660.4.peg.2670)	-1000	0
FRUK	1 h_c + 1 fdp_c + 1 adp_c <==> 1 atp_c + 1 f1p_c	(Unknown and 1185660.4.peg.2140)	-1000	1000
FRUpts	1 fru_e + 1 pep_c <==> 1 pyr_c + 1 f1p_c	(1185660.4.peg.2141 and Unknown and (1185660.4.peg.2139 or 1185660.4.peg.2706) and 1185660.4.peg.2141 and Unknown)	-1000	1000
FT	1 ppi_c + 1 ttc_ggdp_c <-- 1 frdp_c + 1 ipdp_c	1185660.4.peg.1659	-1000	0
FTCL	1 5fthf_c + 1 atp_c --> 1 methf_c + 1 adp_c + 1 pi_c	1185660.4.peg.3239	0	1000
FTHFD	1 h_c + 1 for_c + 1 thf_c <-- 1 10fthf_c + 1 h2o_c	1185660.4.peg.325	-1000	0
FUM	1 h2o_c + 1 fum_c <==> 1 mal__L_c	(1185660.4.peg.1324 or 1185660.4.peg.1397)	0	1000
FUMt2r	1 h_e + 1 fum_e <==> 1 h_c + 1 fum_c	(1185660.4.peg.139 or 1185660.4.peg.3301)	-1000	1000
G1PACT	1 coa_c + 1 h_c + 1 acgam1p_c <-- 1 accoa_c + 1 gam1p_c	(1185660.4.peg.3717 and 1185660.4.peg.3717)	-1000	0
G1PTT	1 ppi_c + 1 dtdpglu_c <==> 1 h_c + 1 dttp_c + 1 g1p_c	1185660.4.peg.3421	-1000	1000
G1SAT	1 glu1sa_c <==> 1 5aop_c	(1185660.4.peg.3247 or 1185660.4.peg.4083)	-1000	1000
G3PAT120	1 1ddecg3p_c + 1 ACP_c <-- 1 ddcaACP_c + 1 glyc3p_c	1185660.4.peg.4105	-1000	0
G3PAT140	1 1tdecg3p_c + 1 ACP_c <-- 1 myrsACP_c + 1 glyc3p_c	1185660.4.peg.4105	-1000	0
G3PAT141	1 tdeACP_c + 1 h_c + 1 glyc3p_c --> 1 1tdec7eg3p_c + 1 ACP_c	1185660.4.peg.4105	0	1000
G3PAT160	3 h_c + 1 palmACP_c + 1 glyc3p_c --> 1 1hdecg3p_c + 1 ACP_c	1185660.4.peg.4105	0	1000
G3PAT160_1	1 coa_c + 1 1hdecg3p_c <-- 1 h_c + 1 glyc3p_c + 1 pmtcoa_c	1185660.4.peg.4105	-1000	0
G3PAT161	3 h_c + 1 hdeACP_c + 1 glyc3p_c --> 1 1hdec9eg3p_c + 1 ACP_c	1185660.4.peg.4105	0	1000
G3PAT180	1 h_c + 1 ocdcaACP_c + 1 glyc3p_c --> 1 1odecg3p_c + 1 ACP_c	1185660.4.peg.4105	0	1000
G3PAT181	1 h_c + 1 glyc3p_c + 1 octeACP_c --> 1 1odec11eg3p_c + 1 ACP_c	1185660.4.peg.4105	0	1000
G3PD	1 h_c + 1 fad_c + 1 glyc3p_c <==> 1 fadh2_c + 1 dhap_c	1185660.4.peg.640	-1000	1000
G3PD1	1 nadh_c + 1 h_c + 1 dhap_c <==> 1 glyc3p_c + 1 nad_c	(1185660.4.peg.202 or 1185660.4.peg.202)	-1000	1000
G3PD5	1 q8h2_c + 1 dhap_c <-- 1 q8_c + 1 glyc3p_c	1185660.4.peg.640	-1000	0
G3PD6	1 mql8_c + 1 dhap_c <-- 1 mqn8_c + 1 glyc3p_c	1185660.4.peg.640	-1000	0
G3PD7	1 2dmmq8_c + 1 glyc3p_c --> 1 2dmmql8_c + 1 dhap_c	1185660.4.peg.640	0	1000
G3PL	1 g3p_c + 1 indole_c <==> 1 3ig3p_c	((1185660.4.peg.2625 and 1185660.4.peg.2623) or 1185660.4.peg.4208)	-1000	1000
G5DHx	1 glu5p_c + 1 h_c + 1 nadph_c --> 1 glu5sa_c + 1 nadp_c + 1 pi_c	1185660.4.peg.1998	0	1000
G5SADrm	1 1pyr5c_c + 1 h_c + 1 h2o_c <-- 1 glu5sa_c	Unknown	-1000	0
G6PBDH	1 h_c + 1 6pgl_c + 1 nadph_c <==> 1 g6p_B_c + 1 nadp_c	(1185660.4.peg.4250 or 1185660.4.peg.2336)	-1000	0
G6PDA	1 h2o_c + 1 gam6p_c --> 1 nh4_c + 1 f6p_c	1185660.4.peg.746	0	1000
G6PDH2r	1 g6p_c + 1 nadp_c <==> 1 h_c + 1 6pgl_c + 1 nadph_c	(1185660.4.peg.2336 or 1185660.4.peg.4250)	-1000	1000
G6PI	1 g6p_c <==> 1 g6p_B_c	1185660.4.peg.1829	-1000	1000
G6PI3	1 g6p_B_c <==> 1 f6p_c	1185660.4.peg.1829	-1000	1000
GALCTD	1 galct__D_c --> 1 h2o_c + 1 5dh4dglc_c	(1185660.4.peg.3784 or 1185660.4.peg.3422)	0	1000
GALCTND	1 2dh3dgal_c + 1 h2o_c <-- 1 galctn__D_c	(1185660.4.peg.1805 or 1185660.4.peg.1805)	-1000	0
GALh	1 h_c + 1 gln__L_c + 1 adp_c + 1 pi_c <-- 1 atp_c + 1 nh4_c + 1 glu__L_c	1185660.4.peg.182	-1000	0
GALM1	1 glc_bD_c <==> 1 glc__D_c	1185660.4.peg.4549	0	1000
GALT1	1 udp_c + 1 h_c + 1 gagicolipa_c <-- 1 udpg_c + 1 gicolipa_c	Unknown	-1000	0
GALTpts	1 galt_e + 1 h_c + 1 pep_c <==> 1 galt1p_c + 1 h_c + 1 pyr_c	(Unknown and Unknown and Unknown and Unknown and (1185660.4.peg.2139 or 1185660.4.peg.2706))	-1000	1000
GALUi	1 ppi_c + 1 udpg_c <==> 1 utp_c + 1 h_c + 1 g1p_c	1185660.4.peg.2398	-1000	1000
GAM	1 h2o_c + 1 gln__L_c --> 1 nh4_c + 1 glu__L_c	1185660.4.peg.4569	0	1000
GAMpts	1 pyr_c + 1 gam6p_c <==> 1 gam_e + 1 pep_c	(Unknown and (1185660.4.peg.2139 or 1185660.4.peg.2706))	-1000	1000
GAPD	1 nadh_c + 1 h_c + 1 13dpg_c <==> 1 g3p_c + 1 nad_c + 1 pi_c	1185660.4.peg.3376	-1000	1000
GAPDH_nadp_hi	1 h_c + 1 13dpg_c + 1 nadph_c --> 1 g3p_c + 1 nadp_c + 1 pi_c	1185660.4.peg.2099	0	1000
GART	1 h_c + 1 fgam_c + 1 adp_c + 1 pi_c <-- 1 for_c + 1 atp_c + 1 gar_c	1185660.4.peg.2992	-1000	0
GCC2cm	1 lpam_c + 1 nadh_c + 1 h_c <==> 1 dhlam_c + 1 nad_c	(1185660.4.peg.1386 or 1185660.4.peg.3732)	-1000	1000
GCCa	1 co2_c + 1 alpro_c <-- 1 gly_c + 1 lpro_c	1185660.4.peg.3027	-1000	0
GCCb	1 dhlpro_c + 1 mlthf_c + 1 nh4_c <-- 1 h_c + 1 thf_c + 1 alpro_c	((1185660.4.peg.2787 and 1185660.4.peg.2786) or 1185660.4.peg.3174)	-1000	0
GCCc	1 nadh_c + 1 h_c + 1 lpro_c <==> 1 dhlpro_c + 1 nad_c	((1185660.4.peg.3027 and 1185660.4.peg.2786) or (1185660.4.peg.2786 and Unknown and Unknown))	-1000	1000
GCL	1 h_c + 1 glucys_c + 1 adp_c + 1 pi_c <-- 1 atp_c + 1 cys__L_c + 1 glu__L_c	1185660.4.peg.760	-1000	0
GDH	1 nadh_c + 1 h_c + 1 akg_c + 1 nh4_c <==> 1 h2o_c + 1 glu__L_c + 1 nad_c	1185660.4.peg.2135	-1000	1000
GF6PTA	1 gam6p_c + 1 glu__L_c <==> 1 gln__L_c + 1 f6p_c	1185660.4.peg.3708	-1000	1000
GGGABADr	1 ggbutal_c + 1 h2o_c + 1 nadp_c --> 1 gg4abut_c + 2 h_c + 1 nadph_c	1185660.4.peg.2630	0	1000
GGTT	1 ppi_c + 1 pendp_c <-- 1 ggdp_c + 1 ipdp_c	(1185660.4.peg.2670 or 1185660.4.peg.3117)	-1000	0
GHMT	1 mlthf_c + 1 gly_c + 1 h2o_c --> 1 ser__L_c + 1 thf_c	1185660.4.peg.772	0	1000
GK1	1 gmp_c + 1 atp_c <==> 1 gdp_c + 1 adp_c	(1185660.4.peg.3224 or 1185660.4.peg.3224)	-1000	1000
GK2	1 gmp_c + 1 datp_c <==> 1 gdp_c + 1 dadp_c	1185660.4.peg.3224	-1000	1000
GLCabcpp	1 h_c + 1 glc__D_c + 1 adp_c + 1 pi_c <-- 1 h2o_c + 1 atp_c + 1 glc__D_e	1185660.4.peg.2334	-1000	0
GLCpts	1 g6p_c + 1 pyr_c <==> 1 glc__D_e + 1 pep_c	(Unknown and Unknown and Unknown and (1185660.4.peg.2139 or 1185660.4.peg.2706) and Unknown)	-1000	1000
GLCTR2	1 udp_c + 1 h_c + 1 ggagicolipa_c <-- 1 udpg_c + 1 gagicolipa_c	Unknown	-1000	0
GLCTR3	1 udp_c + 1 h_c + 1 gggagicolipa_c <-- 1 udpg_c + 1 ggagicolipa_c	Unknown	-1000	0
GLNabc	1 atp_c + 1 h2o_c + 1 gln__L_e <==> 1 adp_c + 1 gln__L_c + 1 h_c + 1 pi_c	xanmn_chr13_0041	-1000	1000
GLNSP1	1 h_c + 1 adp_c + 1 uaaAgtla_c + 1 pi_c <-- 1 atp_c + 1 nh4_c + 1 uaaAgla_c	1185660.4.peg.182	-1000	0
GLNSP2	1 uaaGgla_c + 1 atp_c + 1 nh4_c --> 1 h_c + 1 uaaGgtla_c + 1 adp_c + 1 pi_c	1185660.4.peg.182	0	1000
GLNSP3	1 uaagmda_c + 1 atp_c + 1 nh4_c --> 1 h_c + 1 adp_c + 1 uaagtmda_c + 1 pi_c	1185660.4.peg.182	0	1000
GLU5K	1 glu5p_c + 1 adp_c <==> 1 atp_c + 1 glu__L_c	1185660.4.peg.1999	-1000	1000
GLUFORT	1 forglu_c + 1 thf_c <==> 1 glu__L_c + 1 5forthf_c	1185660.4.peg.3594	-1000	1000
GLUFT	1 Nforglu_c + 1 h_c + 1 thf_c <==> 1 5fthf_c + 1 glu__L_c	1185660.4.peg.3594	-1000	0
GLUK_syn	1 glc_bD_c + 1 atp_c <==> 1 h_c + 1 g6p_B_c + 1 adp_c	1185660.4.peg.2337	-1000	1000
GLUPRT	1 ppi_c + 1 glu__L_c + 1 pram_c <-- 1 h2o_c + 1 gln__L_c + 1 prpp_c	1185660.4.peg.1060	-1000	0
GLUR	1 glu__D_c <==> 1 glu__L_c	1185660.4.peg.659	-1000	1000
GLUS_nadph	1 h_c + 1 akg_c + 1 gln__L_c + 1 nadph_c --> 1 nadp_c + 2 glu__L_c	((1185660.4.peg.1228 or 1185660.4.peg.4102 or 1185660.4.peg.32) and 1185660.4.peg.31)	0	1000
GLUt2r	1 h_e + 1 glu__L_e <==> 1 h_c + 1 glu__L_c	(1185660.4.peg.2666 or 1185660.4.peg.3201)	-1000	1000
GLUTCOADHc	1 co2_c + 1 b2coa_c + 1 fadh2_c <==> 2 h_c + 1 fad_c + 1 glutcoa_c	1185660.4.peg.1337	-1000	1000
GLUTRR	1 glu1sa_c + 1 nadp_c + 1 trnaglu_c <==> 1 h_c + 1 nadph_c + 1 glutrna_c	1185660.4.peg.974	-1000	1000
GLUTRS	1 ppi_c + 1 amp_c + 1 h_c + 1 glutrna_c <-- 1 atp_c + 1 glu__L_c + 1 trnaglu_c	1185660.4.peg.3070	-1000	0
GLXO1	1 nadh_c + 2 h_c + 1 oxa_c <==> 1 h2o_c + 1 glx_c + 1 nad_c	(1185660.4.peg.4079 or 1185660.4.peg.911 or 1185660.4.peg.4080 or 1185660.4.peg.4081)	-1000	1000
GLYALDDr	1 nadh_c + 1 glyc__R_c + 2 h_c <-- 1 h2o_c + 1 glyald_c + 1 nad_c	(1185660.4.peg.4081 or 1185660.4.peg.911 or 1185660.4.peg.4080 or 1185660.4.peg.4079)	-1000	0
GLYAMDTRc	1 gly_c + 1 arg__L_c <==> 1 gudac_c + 1 orn_c	1185660.4.peg.933	-1000	1000
GLYAT	1 2aobut_c + 1 coa_c <==> 1 accoa_c + 1 gly_c	1185660.4.peg.1045	-1000	1000
GLYBabc	1 h_c + 1 glyb_c + 1 adp_c + 1 pi_c <-- 1 glyb_e + 1 h2o_c + 1 atp_c	(1185660.4.peg.159 or 1185660.4.peg.160)	-1000	0
GLYCDH_1	1 nadh_c + 1 h_c + 1 hpyr_c <==> 1 glyc__R_c + 1 nad_c	(1185660.4.peg.2631 or 1185660.4.peg.2631 or 1185660.4.peg.2631)	0	1000
GLYCK	1 3pg_c + 1 h_c + 1 adp_c <-- 1 glyc__R_c + 1 atp_c	1185660.4.peg.1376	-1000	0
GLYCK2	1 glyc__R_c + 1 atp_c --> 1 h_c + 1 2pg_c + 1 adp_c	1185660.4.peg.1376	0	1000
GLYCL	1 nadh_c + 1 co2_c + 1 mlthf_c + 1 nh4_c <==> 1 gly_c + 1 thf_c + 1 nad_c	1185660.4.peg.3174	-1000	1000
GLYCLTDx	1 nadh_c + 1 h_c + 1 glx_c <==> 1 glyclt_c + 1 nad_c	((1185660.4.peg.2631 and 1185660.4.peg.2631) or 1185660.4.peg.2631)	-1000	0
GLYCLTDy	1 h_c + 1 glx_c + 1 nadph_c <==> 1 glyclt_c + 1 nadp_c	(1185660.4.peg.2631 and 1185660.4.peg.2631)	-1000	0
GLYCOR_nadp	1 glyc__R_c + 1 nadp_c <==> 1 h_c + 1 hpyr_c + 1 nadph_c	(1185660.4.peg.2631 or 1185660.4.peg.2631)	-1000	0
GLYCt	1 glyc_e <==> 1 glyc_c	1185660.4.peg.639	-1000	1000
GLYK	1 h_c + 1 glyc3p_c + 1 adp_c <==> 1 atp_c + 1 glyc_c	1185660.4.peg.638	-1000	1000
GLYt2m	1 h_e + 1 gly_e <==> 1 h_c + 1 gly_c	1185660.4.peg.604	-1000	1000
GMHEPAT	1 ppi_c + 1 adphep_DD_c <-- 1 gmhep1p_c + 1 h_c + 1 atp_c	Unknown	-1000	0
GMP5N	1 gmp_c + 1 h2o_c --> 1 gsn_c + 1 pi_c	1185660.4.peg.1452	0	1000
GMPS2	1 gmp_c + 1 ppi_c + 1 amp_c + 2 h_c + 1 glu__L_c <-- 1 xmp_c + 1 h2o_c + 1 gln__L_c + 1 atp_c	(1185660.4.peg.2392 or 1185660.4.peg.4053)	-1000	0
GND	1 co2_c + 1 ru5p__D_c + 1 nadph_c <-- 1 6pgc_c + 1 nadp_c	1185660.4.peg.715	-1000	0
GNK	1 h_c + 1 6pgc_c + 1 adp_c <==> 1 glcn_c + 1 atp_c	(1185660.4.peg.4036 or 1185660.4.peg.4036)	-1000	1000
GNNUC	1 rib__D_c + 1 gua_c <==> 1 h2o_c + 1 gsn_c	(1185660.4.peg.1160 or 1185660.4.peg.305 or 1185660.4.peg.3218)	-1000	1000
GPAR	1 gmp_c + 1 ppi_c <-- 1 gua_c + 1 prpp_c	1185660.4.peg.1567	-1000	0
GPDDA1	1 h_c + 1 glyc3p_c + 1 chol_c <-- 1 h2o_c + 1 g3pc_c	(1185660.4.peg.78 or 1185660.4.peg.1164)	-1000	0
GPDDA2	1 h_c + 1 etha_c + 1 glyc3p_c <-- 1 h2o_c + 1 g3pe_c	(1185660.4.peg.78 or 1185660.4.peg.1164)	-1000	0
GPDDA4	1 h_c + 1 glyc3p_c + 1 glyc_c <==> 1 h2o_c + 1 g3pg_c	(1185660.4.peg.1164 or 1185660.4.peg.78)	-1000	1000
GTPCI	1 h_c + 1 ahdt_c + 1 for_c <-- 1 h2o_c + 1 gtp_c	(1185660.4.peg.4161 or 1185660.4.peg.1823)	-1000	0
GTPCII2	1 ppi_c + 2 h_c + 1 for_c + 1 25drapp_c <-- 3 h2o_c + 1 gtp_c	(1185660.4.peg.3586 or 1185660.4.peg.778)	-1000	0
GTPDPK	1 amp_c + 1 gdptp_c <==> 1 atp_c + 1 gtp_c	(1185660.4.peg.2847 or 1185660.4.peg.3221 or 1185660.4.peg.1209)	-1000	1000
GUAD	1 xan_c + 1 nh4_c <-- 1 h_c + 1 gua_c + 1 h2o_c	1185660.4.peg.306	-1000	0
GUDBUTNAH	1 urea_c + 1 4abut_c <==> 1 4gudbutn_c + 1 h2o_c	1185660.4.peg.664	-1000	1000
H2Ot	1 h2o_e <-- 1 h2o_c	Unknown	-1000	0
HACD1	1 nadh_c + 1 aacoa_c + 1 h_c <==> 1 3hbcoa_c + 1 nad_c	(((1185660.4.peg.2234 or 1185660.4.peg.1548) and 1185660.4.peg.1538) or (1185660.4.peg.1548 or 1185660.4.peg.2234))	-1000	1000
HACD2	1 nadh_c + 1 h_c + 1 3ohcoa_c <==> 1 3hhcoa_c + 1 nad_c	(((1185660.4.peg.1548 or 1185660.4.peg.2234) and 1185660.4.peg.1538) or (1185660.4.peg.1548 or 1185660.4.peg.2234))	-1000	1000
HACD3	1 nadh_c + 1 h_c + 1 3oocoa_c <==> 1 3hocoa_c + 1 nad_c	((1185660.4.peg.1538 and (1185660.4.peg.2234 or 1185660.4.peg.1548)) or (1185660.4.peg.1548 or 1185660.4.peg.2234))	-1000	1000
HACD4	1 nadh_c + 1 h_c + 1 3odcoa_c <==> 1 3hdcoa_c + 1 nad_c	((1185660.4.peg.1538 and (1185660.4.peg.1548 or 1185660.4.peg.2234)) or (1185660.4.peg.2234 or 1185660.4.peg.1548))	-1000	1000
HACD5	1 nadh_c + 1 h_c + 1 3oddcoa_c <==> 1 3hddcoa_c + 1 nad_c	(((1185660.4.peg.2234 or 1185660.4.peg.1548) and 1185660.4.peg.1538) or (1185660.4.peg.1548 or 1185660.4.peg.2234))	-1000	1000
HACD6	1 nadh_c + 1 h_c + 1 3otdcoa_c <==> 1 3htdcoa_c + 1 nad_c	(((1185660.4.peg.2234 or 1185660.4.peg.1548) and 1185660.4.peg.1538) or (1185660.4.peg.2234 or 1185660.4.peg.1548))	-1000	1000
HACD7	1 nadh_c + 1 h_c + 1 3ohdcoa_c <==> 1 3hhdcoa_c + 1 nad_c	(((1185660.4.peg.1548 or 1185660.4.peg.2234) and 1185660.4.peg.1538) or (1185660.4.peg.1548 or 1185660.4.peg.2234))	-1000	1000
HACD9	1 nadh_c + 1 h_c + 1 2maacoa_c <==> 1 3hmbcoa_c + 1 nad_c	((1185660.4.peg.1538 and (1185660.4.peg.1548 or 1185660.4.peg.2234)) or (1185660.4.peg.2234 or 1185660.4.peg.1548))	-1000	1000
HACDp	1 nadh_c + 1 3oacoa_c + 1 h_c <==> 1 3hacoa_c + 1 nad_c	(1185660.4.peg.2234 or 1185660.4.peg.1548)	-1000	1000
